ID,Severity,date/time,Start_Time,End_Time,lat,lon,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2533,2,4/25/2016 16:41,4/25/2016 16:41,4/25/2016 22:41,37.14623,-121.98619,37.17026,-121.9898,1.672,At Bear Creek Rd - Accident.,21973, Santa Cruz Hwy,L,Los Gatos,Santa Clara,CA,95033,US,US/Pacific,KSJC,4/25/2016 16:53,64.9,,37,30.01,10,West,18.4,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2534,2,4/25/2016 16:37,4/25/2016 16:37,4/25/2016 22:37,37.90967,-121.28814,37.91583,-121.29041,0.443,At Downing Ave - Accident.,,I-5 N,R,Stockton,San Joaquin,CA,95206,US,US/Pacific,KSCK,4/25/2016 16:55,71.1,,19,29.94,10,NW,20.7,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2535,2,4/25/2016 16:55,4/25/2016 16:55,4/25/2016 22:55,38.632288,-121.268245,38.634368,-121.269466,0.158,Between American River and Sacramento - Accident.,,Sunrise Blvd,R,Rancho Cordova,Sacramento,CA,95670,US,US/Pacific,KMHR,4/25/2016 17:55,69.8,,23,29.94,10,NW,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2536,2,4/25/2016 17:39,4/25/2016 17:39,4/25/2016 23:39,37.413159,-121.983318,37.417136,-121.973934,0.584,At Great America Pky - Accident.,,Southbay Fwy,R,Santa Clara,Santa Clara,CA,95054,US,US/Pacific,KSJC,4/25/2016 17:53,63,,37,30.01,10,WNW,18.4,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2537,2,4/25/2016 17:47,4/25/2016 17:47,4/25/2016 23:47,37.63491,-122.0869,37.6278,-122.08184,0.564,At Tennyson Rd - Accident.,,Nimitz Fwy S,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,4/25/2016 17:54,62.1,,52,30.04,10,West,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2538,2,4/25/2016 18:20,4/25/2016 18:20,4/26/2016 0:20,37.66128,-122.40278,37.66597,-122.39627,0.481,At Oyster Point Blvd/Exit 425B - Accident.,,US-101 N,R,South San Francisco,San Mateo,CA,94080,US,US/Pacific,KSFO,4/25/2016 17:56,57.9,,53,30.03,10,West,33.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2539,2,4/25/2016 18:29,4/25/2016 18:29,4/26/2016 0:29,37.708933,-121.723726,37.711075,-121.718699,0.312,Between Vasco Rd and Greenville Rd - Accident.,,I-580 E,R,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,4/25/2016 18:53,61,,48,29.99,10,WSW,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2540,2,4/25/2016 18:38,4/25/2016 18:38,4/26/2016 0:38,37.317435,-121.933949,37.317509,-121.937608,0.201,At I-880/CA-17 - Accident.,,Sinclair Fwy N,R,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,4/25/2016 18:53,60.1,,44,30.02,10,NW,18.4,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2541,2,4/25/2016 18:38,4/25/2016 18:38,4/26/2016 0:38,37.78804,-122.18122,37.78714,-122.18062,0.07,At CA-13/Warren Fwy - Accident.,,Warren Fwy S,R,Oakland,Alameda,CA,94619,US,US/Pacific,KOAK,4/25/2016 18:53,62.1,,50,30.01,10,West,16.1,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2542,2,4/25/2016 18:53,4/25/2016 18:53,4/26/2016 0:53,37.33219,-122.01766,37.32875,-122.01107,0.433,At Wolfe Rd - Accident.,,I-280 S,R,Cupertino,Santa Clara,CA,95014,US,US/Pacific,KNUQ,4/25/2016 18:56,60.1,,44,30.04,10,NW,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2543,2,4/25/2016 21:22,4/25/2016 21:22,4/26/2016 3:22,37.191959,-121.695298,37.189241,-121.691432,0.284,At Coyote Creek Golf Dr - Accident.,,S Valley Fwy S,R,Morgan Hill,Santa Clara,CA,95037,US,US/Pacific,KE16,4/25/2016 21:15,53.6,,100,30.06,10,WNW,8.1,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-2544,2,4/25/2016 21:41,4/25/2016 21:41,4/26/2016 3:41,38.25775,-122.77143,38.25775,-122.77143,0,At Bodega Ave - Accident.,3299, Pepper Rd,R,Petaluma,Sonoma,CA,94952,US,US/Pacific,KO69,4/25/2016 21:35,48.2,,87,30.06,10,WNW,6.9,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2545,2,4/25/2016 22:21,4/25/2016 22:21,4/26/2016 4:21,38.01797,-121.89414,38.01528,-121.88322,0.623,At Railroad Ave - Accident.,,CA-4 E,R,Pittsburg,Contra Costa,CA,94565,US,US/Pacific,KCCR,4/25/2016 21:53,,,,30,,North,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2546,4,4/26/2016 3:57,4/26/2016 3:57,4/26/2016 9:57,38.55159,-122.65054,38.578291,-122.605337,3.061,Closed between Porter Creek Rd and Franz Valley School Rd - Road closed due to accident.,3901, Petrified Forest Rd,L,Calistoga,Sonoma,CA,94515,US,US/Pacific,KSTS,4/26/2016 3:53,44.1,,85,30.01,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2547,4,4/26/2016 3:57,4/26/2016 3:57,4/26/2016 9:57,38.578291,-122.605337,38.55159,-122.65054,3.061,Closed at Porter Creek Rd - Road closed due to accident.,578, Petrified Forest Rd,L,Calistoga,Napa,CA,94515,US,US/Pacific,KSTS,4/26/2016 3:53,44.1,,85,30.01,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2548,2,4/26/2016 4:56,4/26/2016 4:56,4/26/2016 10:56,37.99965,-122.07622,37.989,-122.06739,0.879,At CA-4 - Accident.,,I-680 S,R,Martinez,Contra Costa,CA,94553,US,US/Pacific,KCCR,4/26/2016 4:53,,,,30.01,,North,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-2549,4,4/26/2016 4:56,4/26/2016 4:56,4/26/2016 10:56,37.570072,-122.515684,37.546456,-122.513403,1.636,Closed at 1st St - Road closed due to accident.,,Coast Hwy,R,Moss Beach,San Mateo,CA,94038,US,US/Pacific,KHAF,4/26/2016 4:55,42.8,,93,30.07,7,Calm,,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-2550,4,4/26/2016 5:00,4/26/2016 5:00,4/26/2016 11:00,37.546058,-122.513675,37.569871,-122.515553,1.649,Closed at Devil's Slide Trl - Road closed due to accident.,8150, Cabrillo Hwy,R,Moss Beach,San Mateo,CA,94038,US,US/Pacific,KHAF,4/26/2016 4:55,42.8,,93,30.07,7,Calm,,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-2551,4,4/26/2016 5:00,4/26/2016 5:00,4/26/2016 11:00,37.570072,-122.515684,37.546456,-122.513403,1.636,Closed at 1st St - Road closed due to accident.,,Coast Hwy,R,Moss Beach,San Mateo,CA,94038,US,US/Pacific,KHAF,4/26/2016 4:55,42.8,,93,30.07,7,Calm,,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-2552,2,4/26/2016 5:15,4/26/2016 5:15,4/26/2016 11:15,37.64876,-122.09684,37.64006,-122.0906,0.691,At CA-92/Jackson St - Accident. Right lane blocked.,,Nimitz Fwy S,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,4/26/2016 4:54,48.9,,80,30.07,10,ENE,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-2553,2,4/26/2016 5:46,4/26/2016 5:46,4/26/2016 11:46,37.64876,-122.09684,37.64006,-122.0906,0.691,At CA-92/Jackson St - Accident. Right lane blocked.,,Nimitz Fwy S,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,4/26/2016 5:54,46.9,,83,30.08,10,East,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-2554,2,4/26/2016 5:46,4/26/2016 5:46,4/26/2016 11:46,37.34723,-121.85912,37.35003,-121.86162,0.237,At Alum Rock Ave/Santa Clara St - Accident.,,US-101 N,R,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,4/26/2016 6:47,44.6,,87,30.08,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-2555,2,4/26/2016 6:07,4/26/2016 6:07,4/26/2016 12:07,38.25324,-122.39192,38.25346,-122.39353,0.089,At Napa Rd - Accident.,4315, Fremont Dr,L,Sonoma,Sonoma,CA,95476-9705,US,US/Pacific,KO69,4/26/2016 6:15,39.2,,93,30.07,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2556,2,4/26/2016 6:33,4/26/2016 6:33,4/26/2016 12:33,37.53426,-122.07832,37.49936,-122.12834,3.651,Between Dumbarton Brg Toll Plaza and Dumbarton Brg (Menlo Park) - Accident.,,Bayfront Expy W,R,Fremont,Alameda,CA,94555,US,US/Pacific,KHWD,4/26/2016 6:54,48.9,,80,30.09,10,East,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2557,2,4/26/2016 7:22,4/26/2016 7:22,4/26/2016 13:22,37.741988,-121.585367,37.743585,-121.584907,0.113,At Altamont Pass Rd - Accident.,15913, W Grant Line Rd,R,Tracy,Alameda,CA,95391,US,US/Pacific,KLVK,4/26/2016 6:53,44.1,,85,30.06,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2558,2,4/26/2016 7:34,4/26/2016 7:34,4/26/2016 13:34,38.64132,-121.47345,38.64006,-121.48401,0.577,At Northgate Blvd - Accident.,3279, E Levee Rd,L,Sacramento,Sacramento,CA,95834,US,US/Pacific,KMCC,4/26/2016 7:35,48.2,,62,30.04,10,WNW,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2559,2,4/26/2016 7:38,4/26/2016 7:38,4/26/2016 13:38,37.32316,-122.04994,37.33536,-122.05844,0.964,At I-280/Junipero Serra Fwy - Accident.,,Norman Y Mineta Hwy,R,Cupertino,Santa Clara,CA,95014,US,US/Pacific,KNUQ,4/26/2016 7:56,51.1,,74,30.09,10,ESE,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2560,2,4/26/2016 7:39,4/26/2016 7:39,4/26/2016 13:39,38.31876,-121.5789,38.36831,-121.51933,4.705,At Hood Franklin Rd - Accident.,,State Highway 160,R,Courtland,Sacramento,CA,95615,US,US/Pacific,KSAC,4/26/2016 7:53,54,,51,30.04,10,WNW,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2561,2,4/26/2016 8:08,4/26/2016 8:08,4/26/2016 14:08,38.67988,-121.33941,38.68537,-121.33344,0.498,At Elkhorn Blvd/Greenback Ln - Accident. Carpool lane blocked.,,I-80 E,R,Sacramento,Sacramento,CA,95841,US,US/Pacific,KMCC,4/26/2016 8:15,53.6,,47,30.05,10,NNW,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2562,2,4/26/2016 8:10,4/26/2016 8:10,4/26/2016 14:10,37.69351,-122.47029,37.69567,-122.47055,0.15,At Junipero Serra Blvd - Accident. Right lane blocked.,,Junipero Serra Fwy N,R,Daly City,San Mateo,CA,94014,US,US/Pacific,KSFO,4/26/2016 7:56,50,,77,30.07,10,Calm,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2563,2,4/26/2016 8:25,4/26/2016 8:25,4/26/2016 14:25,37.83922,-122.29694,37.82737,-122.29694,0.819,Ramp to Powell St - Accident. Left lane blocked.,,Eastshore Fwy W,R,Emeryville,Alameda,CA,94608,US,US/Pacific,KOAK,4/26/2016 8:53,55,,69,30.08,10,Variable,4.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2564,2,4/26/2016 8:25,4/26/2016 8:25,4/26/2016 14:25,37.84193,-122.29746,37.839223,-122.296941,0.189,At Powell St - Accident. Left lane blocked.,,Eastshore Fwy W,R,Emeryville,Alameda,CA,94608,US,US/Pacific,KOAK,4/26/2016 8:53,55,,69,30.08,10,Variable,4.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2565,2,4/26/2016 8:36,4/26/2016 8:36,4/26/2016 14:36,37.54572,-122.3256,37.54771,-122.31942,0.365,At Alameda De Las Pulgas - Accident.,,J Arthur Younger Fwy E,R,San Mateo,San Mateo,CA,94402,US,US/Pacific,KSQL,4/26/2016 8:51,53.6,,72,30.09,10,NE,3.5,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2566,2,4/26/2016 8:44,4/26/2016 8:44,4/26/2016 14:44,38.57306,-121.50902,38.56131,-121.51483,0.87,At I-80-BR/US-50/Exit 518 - Accident. Right lane blocked.,,I-5 S,R,Sacramento,Sacramento,CA,95818,US,US/Pacific,KSAC,4/26/2016 8:53,57.9,,41,30.04,10,North,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2567,2,4/26/2016 8:49,4/26/2016 8:49,4/26/2016 14:49,37.53295,-121.93834,37.53011,-121.94325,0.333,At Washington Blvd - Accident. Left lane blocked.,,I-680 S,R,Fremont,Alameda,CA,94539,US,US/Pacific,KNUQ,4/26/2016 8:56,55,,64,30.09,10,East,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2568,2,4/26/2016 9:00,4/26/2016 9:00,4/26/2016 15:00,37.4911,-122.21863,37.487255,-122.204159,0.837,Between CA-84/Woodside Rd/Exit 408 and CA-84/Marsh Rd/Exit 406 - Accident.,,Bayshore Fwy S,R,Redwood City,San Mateo,CA,94063,US,US/Pacific,KSQL,4/26/2016 8:51,53.6,,72,30.09,10,NE,3.5,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2569,2,4/26/2016 9:04,4/26/2016 9:04,4/26/2016 15:04,37.53584,-122.07437,37.53523,-122.07577,0.088,At Dumbarton Brg Toll Plaza - Accident.,,CA-84 W,R,Fremont,Alameda,CA,94555,US,US/Pacific,KHWD,4/26/2016 8:54,55,,67,30.1,10,South,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2570,2,4/26/2016 9:10,4/26/2016 9:10,4/26/2016 15:10,38.06849,-122.22627,38.06968,-122.22692,0.09,At Carquinez Bridge Toll Plaza - Accident. Right lane blocked.,,Carquinez Brg E,R,Vallejo,Solano,CA,94591,US,US/Pacific,KAPC,4/26/2016 8:54,51.1,,80,30.05,10,SSW,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2571,2,4/26/2016 9:35,4/26/2016 9:35,4/26/2016 15:35,38.55335,-121.43662,38.55564,-121.44127,0.297,At 59th St - Accident.,,El Dorado Fwy W,R,Sacramento,Sacramento,CA,95819,US,US/Pacific,KSAC,4/26/2016 9:53,61,,36,30.04,10,Variable,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2572,2,4/26/2016 10:17,4/26/2016 10:17,4/26/2016 16:17,37.70154,-121.86729,37.70164,-121.87538,0.442,At Santa Rita Rd/Tassajara Rd - Accident. Right lane blocked.,,I-580 W,R,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,4/26/2016 9:53,57,,64,30.06,10,Variable,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2573,2,4/26/2016 10:30,4/26/2016 10:30,4/26/2016 16:30,37.77685,-122.23625,37.78045,-122.23831,0.273,At 23rd Ave - Accident. Right lane blocked.,,I-880 N,R,Oakland,Alameda,CA,94601,US,US/Pacific,KOAK,4/26/2016 10:53,57.9,,62,30.09,10,SSW,4.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2574,2,4/26/2016 10:41,4/26/2016 10:41,4/26/2016 16:41,37.37531,-121.93404,37.3777,-121.94618,0.687,At De La Cruz Blvd - Accident. Left lane blocked.,,US-101 N,R,San Jose,Santa Clara,CA,95110,US,US/Pacific,KSJC,4/26/2016 10:53,61,,50,30.08,10,Variable,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2575,2,4/26/2016 11:11,4/26/2016 11:11,4/26/2016 17:11,37.63023,-122.42474,37.63401,-122.41609,0.541,At CA-82/El Camino Real - Accident. Right lane blocked.,,I-380 E,R,San Bruno,San Mateo,CA,94066,US,US/Pacific,KSFO,4/26/2016 10:56,61,,50,30.07,9,WNW,10.4,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2576,2,4/26/2016 11:37,4/26/2016 11:37,4/26/2016 17:37,37.07674,-121.98424,37.07899,-121.97946,0.306,At Laurel Rd - Accident.,2301, W Vine Hill Rd,L,Santa Cruz,Santa Cruz,CA,95065-9510,US,US/Pacific,KWVI,4/26/2016 11:53,59,,69,30.09,10,South,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2577,3,4/26/2016 11:46,4/26/2016 11:46,4/26/2016 17:46,38.01913,-121.93727,38.01911,-121.94579,0.464,At Bailey Rd - Accident.,,CA-4 W,R,Pittsburg,Contra Costa,CA,94565,US,US/Pacific,KCCR,4/26/2016 11:53,,,,30.01,,North,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2578,2,4/26/2016 11:59,4/26/2016 11:59,4/26/2016 17:59,37.70117,-121.85469,37.70107,-121.84356,0.608,At El Charro Rd/Fallon Rd - Accident.,,I-580 E,R,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,4/26/2016 11:53,64,,41,30.04,10,Variable,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2579,2,4/26/2016 12:17,4/26/2016 12:17,4/26/2016 18:17,37.75086,-122.15164,37.75618,-122.14876,0.4,At 98th Ave/Golf Links Rd - Accident. Right lane blocked.,,I-580 W,R,Oakland,Alameda,CA,94605,US,US/Pacific,KOAK,4/26/2016 11:53,62.1,,52,30.07,10,Variable,4.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2580,2,4/26/2016 19:11,4/26/2016 19:11,4/27/2016 1:11,37.93277,-122.40959,37.9426,-122.47761,3.768,At Richmond-San Rafael Brg - Accident.,,Richmond-San Rafael Brg,R,West Contra Costa,Contra Costa,CA,,US,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2581,2,4/26/2016 12:25,4/26/2016 12:25,4/26/2016 18:25,37.60877,-122.06828,37.60443,-122.06515,0.345,At Dyer St/Whipple Rd - Accident. Left lane blocked.,,Nimitz Fwy S,R,Union City,Alameda,CA,94587,US,US/Pacific,KHWD,4/26/2016 12:54,64,,52,30.09,10,WNW,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2582,2,4/26/2016 12:27,4/26/2016 12:27,4/26/2016 18:27,37.74012,-122.14391,37.73451,-122.1399,0.445,At MacArthur Blvd/Foothill Blvd - Accident. Right lane blocked.,,I-580 E,R,Oakland,Alameda,CA,94605,US,US/Pacific,KOAK,4/26/2016 12:53,63,,52,30.06,10,West,11.5,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2583,2,4/26/2016 13:21,4/26/2016 13:21,4/26/2016 19:21,37.52964,-122.27405,37.51995,-122.26307,0.9,At Ralston Ave/Marine Pky/Exit 412 - Accident.,,Bayshore Fwy S,R,Belmont,San Mateo,CA,94002,US,US/Pacific,KSQL,4/26/2016 13:50,62.6,,52,30.07,10,West,13.8,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2584,2,4/26/2016 13:34,4/26/2016 13:34,4/26/2016 19:34,38.47436,-121.41978,38.47436,-121.41898,0.043,At CA-99/Alta Valley Dr - Accident.,6785, Mack Rd,L,Sacramento,Sacramento,CA,95823,US,US/Pacific,KSAC,4/26/2016 13:53,70,,27,30.01,10,West,5.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2585,2,4/26/2016 13:53,4/26/2016 13:53,4/26/2016 19:53,35.35232,-119.00766,35.35227,-118.99826,0.53,At CA-204/Union Ave - Accident.,,CA-58 E,R,Bakersfield,Kern,CA,93304,US,US/Pacific,KBFL,4/26/2016 13:54,66.9,,31,30.01,10,Variable,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2586,2,4/26/2016 14:34,4/26/2016 14:34,4/26/2016 20:34,37.69394,-122.057315,37.69394,-122.057325,0.001,At Center St - Accident.,,I-580 W,R,Castro Valley,Alameda,CA,94552,US,US/Pacific,KHWD,4/26/2016 14:54,64,,46,30.09,10,West,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2587,2,4/26/2016 14:56,4/26/2016 14:56,4/26/2016 20:56,38.384708,-122.741561,38.384751,-122.741561,0.003,At Rohnert Park - Accident.,3817, Stony Point Rd,R,Santa Rosa,Sonoma,CA,95407-8081,US,US/Pacific,KSTS,4/26/2016 14:53,69.1,,44,29.99,10,SSE,8.1,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2588,2,4/26/2016 14:56,4/26/2016 14:56,4/26/2016 20:56,38.384751,-122.741561,38.384708,-122.741561,0.003,At Todd Rd - Accident.,3815, Stony Point Rd,R,Santa Rosa,Sonoma,CA,95407-8081,US,US/Pacific,KSTS,4/26/2016 14:53,69.1,,44,29.99,10,SSE,8.1,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
